tblInstallBase_Ident Item Id,Ident Asset Num,Country,SEN Connectivity,Overall Status,Substatus,Last Pour,Equip Serial Num Upper Case
9421602,70048493,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 43 PM,6211608PT087
9412784,70048566,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 13 PM,6211606PT251
9295352,10402973,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 12 PM,62A1521KD010
9313228,10661163,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 39 PM,62A1435KD004
9045933,10333600,USA,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6211414PT025
9387208,70042212,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 29 PM,6211511PT031
9412781,70048563,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 10: 26: 21 AM,6211606PT253
9225970,10402342,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,62A1514KD015
9049943,10351141,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 41 PM,6211424PT002
9225969,10402339,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 11: 12: 58 PM,62A1514KD013
9223240,10402263,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,03-20-2016 09: 21: 44 PM,62A1514KD014
9223239,10402268,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 26 PM,6211514PT002
9137353,10372127,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-29-2016 09: 25: 20 PM,6211445PT011
9137354,10372128,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-26-2016 09: 40: 14 PM,6211445PT012
9151415,10497982,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 03 PM,6211449PT002
9151421,10497988,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 45: 12 PM,6211449PT004
9151419,10497986,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 11: 24: 40 PM,6211449PT005
9181774,10548176,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 35 PM,6211506PT007
9181797,10548199,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-30-2016 03: 39: 08 AM,6211506PT011
9184369,10516186,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 28: 10 PM,6211507PT007
9184379,10516196,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 30: 55 PM,6211507PT009
9097109,10422854,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-26-2016 02: 38: 00 PM,6211426PT007
9176492,10506332,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-17-2016 07: 31: 08 PM,6211504PT012
9124564,10447872,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211417PT008
9176490,10506330,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 18: 23 PM,6211504PT003
9181773,10548175,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT017
9181796,10548198,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 12: 52: 18 AM,6211505PT024
9174421,10541692,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 15 PM,6211504PT003
9174426,10541697,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 36 PM,6211504PT008
9181776,10548178,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211505PT023
9181784,10548186,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT025
9295351,10402939,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 19 PM,6211520PT006
9295347,10402933,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 22: 31 PM,6211519PT014
9345411,10671570,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211530PT002
9295343,10402925,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-12-2016 05: 34: 59 AM,6211519PT020
9281616,10402706,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 00 PM,6211520PT012
9295348,10402934,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 04 PM,6211520PT003
9174425,10541696,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211503PT012
9295338,10402920,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 03 PM,6211519PT009
9295342,10402924,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 10: 43: 39 PM,6211520PT005
9142852,10461089,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211446PT012
9157173,10461340,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211450PT010
9087979,10420556,USA,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6211437PT002
9087980,10420557,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-05-2016 12: 15: 48 PM,6211437PT003
9295337,10402919,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 03 PM,6211520PT004
9295339,10402921,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 02 PM,6211519PT008
9144706,10493637,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 05: 45: 12 PM,6211446PT009
9144707,10493638,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 02 PM,6211446PT010
9144704,10493634,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 05 PM,6211446PT008
9144705,10493635,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 05 PM,6211446PT011
9174413,10508867,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 10: 58: 22 AM,3211502PT002
9295346,10402932,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 38: 55 PM,6211519PT019
9295350,10402936,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 39: 16 PM,6211520PT001
9181790,10548192,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-12-2016 06: 47: 51 PM,6211505PT020
9189889,10506632,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 34: 01 PM,6211505PT005
9199189,10532490,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 31: 39 PM,6211510PT018
9181793,10548195,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT022
9181795,10548197,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211505PT021
9184365,10516182,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 24 PM,6211506PT032
9184366,10516183,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 22 PM,6211507PT011
9199191,10532492,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 03 PM,6211510PT023
9199192,10532493,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 15: 21 PM,6211509PT018
9210795,10565410,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 57 PM,6211513PT001
9210796,10565411,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 11: 18: 40 PM,6211512PT020
9210798,10565418,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 56 PM,6211511PT039
9210817,10565412,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211513PT005
9264830,10617832,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 06: 00: 02 PM,6211517PT023
9264826,10617828,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-04-2016 12: 05: 06 PM,6211517PT022
8864834,10218314,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211340PT010
8864835,10218315,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211340PT011
9181786,10548188,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 11: 45 PM,6211506PT027
9181787,10548189,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 58: 12 PM,6211506PT012
9184377,10516194,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT035
9184386,10516203,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 32: 15 PM,6211507PT013
9181788,10548190,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 08: 40 AM,6211506PT026
9281614,10402704,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211519PT013
9281615,10402705,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 32 PM,6211519PT006
9210799,10565419,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-13-2016 04: 33: 22 AM,6211512PT013
9210803,10565428,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-11-2016 10: 23: 08 PM,6211508PT009
9184381,10516198,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 25 PM,6211507PT003
9176486,10506326,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 05: 56: 02 PM,6211504PT016
9176495,10506335,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 03: 59: 15 PM,6211504PT014
9281622,10402713,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 35 PM,6211519PT005
9199195,10532496,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 31 PM,6211509PT021
9174417,10385699,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211502PT012
9184382,10516199,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211507PT008
9281619,10402709,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211520PT009
9379815,10733294,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211508PT018
9184387,10516204,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 21: 07 PM,6211507PT015
9176489,10506329,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211502PT005
9176494,10506334,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211502PT001
9174420,10541691,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 19: 15 PM,6211502PT010
9174427,10541698,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211503PT013
9394779,10759295,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211508PT021
9184385,10516202,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 22 PM,6211506PT034
9184388,10516205,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 30 PM,6211506PT036
9184371,10516188,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 16 PM,6211507PT004
9184375,10516192,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211507PT020
9210823,10565422,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211513PT004
9424358,10777587,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211610PT069
9184368,10516185,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6211506PT028
9184384,10516201,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT031
9394777,10759293,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 07 PM,6211602PT001
9394778,10759294,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-26-2016 03: 11: 46 PM,6211602PT007
9394780,10759296,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 06 PM,6211602PT002
9153542,10495806,USA,Transmitting Data,Connected & Reporting,No Action,06-11-2016 10: 41: 35 PM,6211447PT008
9153543,10495807,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 12: 41: 51 AM,6211448PT005
9156054,10478436,USA,Transmitting Data,Connected & Reporting,No Action,06-10-2016 02: 47: 52 PM,6211449PT010
9184389,10516206,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-08-2016 06: 57: 41 PM,6211507PT014
9151416,10497983,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-17-2016 08: 46: 06 PM,6211449PT007
9151417,10497984,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 41 PM,6211449PT008
9394785,10759303,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 08 PM,6211602PT009
9394786,10759304,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211508PT022
9181789,10548191,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT020
9181792,10548194,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 52: 45 PM,6211506PT024
9156053,10478435,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 55 PM,6211449PT009
9264831,10617833,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-06-2016 09: 37: 46 PM,6211517OT020
9178706,10543054,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 59 PM,6211506PT015
9157363,10495958,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 22 PM,6211449PT014
9167391,10501195,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 25: 35 PM,6211502PT004
9167392,10501196,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 21 PM,6211502PT006
9170622,10501342,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 02 PM,6211502PT014
9170634,10501354,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 04 PM,6211503PT031
9170621,10501341,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 35 PM,6211503PT016
9170627,10501347,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 03: 29 PM,6211503PT017
9170615,10501335,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 54 PM,6211512PT012
9167390,10501194,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 43 PM,6211502PT003
9167393,10501197,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 02 PM,6211502PT007
9170618,10501338,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 42 PM,6211502PT016
9170633,10501353,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 19 PM,6211503PT028
9170630,10501350,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 22 PM,6211504PT002
9170631,10501351,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 45 PM,6211503PT019
9170628,10501348,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 52 PM,6211503PT030
9170629,10501349,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 08 PM,6211503PT027
9170619,10501339,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 37 PM,6211502PT013
9170623,10501343,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 03: 09: 16 PM,6211503PT022
9170616,10501336,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 16: 28 PM,6211502PT015
9170617,10501337,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 40: 42 PM,6211503PT018
9170614,10501325,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-05-2016 11: 49: 37 PM,6211503PT032
9170632,10501352,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 24 PM,6211503PT020
9170624,10501344,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 11: 31: 42 PM,6211503PT011
9170625,10501345,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 38 PM,6211503PT021
9170620,10501340,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 07 PM,6211502PT011
9170635,10501355,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 16 PM,6211503PT029
9181777,10548179,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6211506PT008
9181779,10548181,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 33 PM,6211506PT014
9161477,10411568,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 47 PM,6211450PT005
9170626,10501346,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 27 PM,6211503PT014
9151420,10497987,USA,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6211449PT006
9149997,10380760,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 03: 44: 58 PM,6211448PT001
9149998,10380761,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 15 PM,6211447PT002
9151414,10497981,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-14-2016 12: 59: 12 PM,6211449PT001
9281618,10402708,USA,Transmitting Data,Connected & Reporting,No Action,06-09-2016 07: 09: 55 PM,6211520PT013
9281623,10402714,USA,Transmitting Data,Connected & Reporting,No Action,06-09-2016 08: 05: 13 PM,6211520PT010
